"marital","retire","gender","tollfree","equip","callcard","wireless","multiline","voice","pager","internet","callid","callwait","forward","confer","ebill","custcat","region","tenure","age","address","income","employ","reside","longmon","tollmon","equipmon","cardmon","wiremon","longten","tollten","equipten","cardten","wireten","loglong","lninc","edNS","edN","edS","edSN","edSS","edNN"
3,4,5,"N","Yes","yyyy","N","no","Yesss","nn","Yesss","N",66,77,99,88,16,33,3,25,4,22,0,2,2.85,0,28.25,19.5,0,7.5,0,48,30,0,1.0473189943,3.0910424534,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",66,77,44,3,12,22,37,53,16,35,16,4,21.3,0,0,0,0,788.25,0,0,0,0,3.0587070727,3.5553480615,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","Yes","nnnn","N","yes","Yesss","nn","Yesss","N",22,77,44,88,8,22,28,57,33,82,22,1,4.05,0,31.45,0,0,71.5,0,858.15,0,0,1.3987168811,4.4067192473,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,40,63,9,61,22,2,10.9,0,0,41,0,470.9,0,0,1635,0,2.3887627892,4.1108738642,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","yyyy","Y","yes","Nooo","yy","Yesss","y",66,33,44,88,16,22,37,33,1,102,12,1,16.3,0,33.35,10.25,37.9,646.7,0,1108.05,360,1330.6,2.7911651078,4.6249728133,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","nnnn","Y","yes","Yesss","yy","Yesss","y",66,77,44,88,16,33,7,27,5,31,4,5,4.15,15,46.05,0,41.85,30.8,96.6,271.75,0,235.55,1.4231083342,3.4339872045,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","No","yyyy","N","yes","Yesss","yy","Nooo","N",66,77,99,3,16,11,71,56,23,170,30,1,14.2,27,0,30,0,1001.2,1840.65,0,2140,0,2.6532419646,5.1357984371,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Yesss","N",66,33,99,88,4,22,19,46,11,26,0,1,6.05,0,0,5,0,121.7,0,0,90,0,1.800058272,3.258096538,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,88,12,22,61,40,15,85,15,1,13.65,29.25,0,22.75,0,831.15,1823.6,0,1310,0,2.6137395216,4.4426512565,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,33,70,53,16,183,35,2,32.9,0,0,15,0,2234.9,0,0,1085,0,3.4934726578,5.2094861528,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,60,55,13,67,18,2,10.75,0,0,14.75,0,697.7,0,0,925,0,2.3749057546,4.2046926194,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",66,33,44,3,4,33,48,45,5,42,11,2,9.25,0,0,0,0,435.6,0,0,0,0,2.2246235515,3.7376696183,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,11,8,63,1,31,9,2,2.25,13.75,0,11.25,0,16.8,102.55,0,80,0,0.8109302162,3.4339872045,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","No","nnnn","N","yes","Nooo","nn","Nooo","y",66,33,99,3,12,22,58,58,10,96,17,4,12.5,23,0,0,0,710.8,1345.95,0,0,0,2.5257286443,4.5643481915,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,44,3,12,11,16,24,5,24,2,5,9.4,0,0,14.75,0,124.2,0,0,215,0,2.2407096893,3.1780538303,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",22,33,44,3,4,22,33,33,4,53,14,1,5.05,0,0,0,0,145.85,0,0,0,0,1.6193882433,3.9702919136,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","nnnn","N","yes","Nooo","nn","Nooo","y",66,33,99,3,12,22,39,25,4,18,0,1,6.75,0,0,0,0,242.7,0,0,0,0,1.9095425049,2.8903717579,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","yyyy","Y","yes","Nooo","yy","Yesss","y",22,33,44,88,8,11,62,51,10,43,19,2,27.15,0,42.7,17,41.15,1632.4,0,2583.85,1015,2521.05,3.3013770464,3.7612001157,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,11,50,34,10,104,9,1,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960,2368.4,3.3141860047,4.6443908991,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,48,55,31,26,1,1,12.15,0,0,0,0,606.1,0,0,0,0,2.4973291698,3.258096538,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","No","yyyy","N","no","Yesss","nn","Nooo","y",66,77,99,3,12,33,31,62,5,56,26,1,4.3,22.25,0,13.75,0,123.5,744.45,0,435,0,1.4586150227,4.0253516907,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,77,44,3,8,22,65,33,9,49,6,5,42.9,17.25,0,17.5,0,2706.8,1094.1,0,1190,0,3.7588718259,3.8918202981,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,44,3,8,11,36,58,34,80,21,1,8.5,0,0,8.5,0,298.25,0,0,260,0,2.1400661635,4.3820266347,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","No","yyyy","N","yes","Yesss","nn","Nooo","y",66,77,99,3,12,11,61,46,5,318,18,1,28.9,39.25,0,84.75,0,1796.7,2442.75,0,5115,0,3.3638415951,5.7620513828,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","yes","Nooo","nn","Nooo","N",66,77,44,3,12,22,48,42,21,35,5,1,12.9,0,0,0,0,589.35,0,0,0,0,2.5572273114,3.5553480615,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,77,44,3,4,33,35,45,17,29,6,1,8.4,0,0,0,0,300.35,0,0,0,0,2.1282317058,3.36729583,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,11,51,28,8,43,1,5,11.15,35,77.7,20,80.35,623,1920.5,3925.5,955,4059.9,2.4114394979,3.7612001157,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,5,"N","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,49,51,5,80,3,2,5.75,0,51.75,36,36.7,285.4,0,2435.35,1810,1679.45,1.7491998548,4.3820266347,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,10,"Y","No","nnnn","N","no","Nooo","yy","Nooo","N",22,77,99,3,12,11,35,39,11,30,2,3,6.85,27.75,0,0,0,224.85,929.95,0,0,0,1.9242486523,3.4011973817,303,303,"SomeCollege","SC","SC",303
3,9,10,"N","Yes","yyyy","Y","yes","Nooo","nn","Yesss","N",22,33,99,3,8,11,58,70,2,9,24,1,23.3,0,48.35,29.75,35.15,1384.45,0,2632.4,1730,1975.7,3.1484533606,2.1972245773,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,11,23,35,0,23,1,5,6.7,0,0,0,0,153.9,0,0,0,0,1.9021075264,3.1354942159,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","yyyy","Y","no","Nooo","nn","Yesss","y",22,77,99,3,12,22,26,39,15,58,9,2,8.65,21.25,0,6.5,19.65,210.6,567.55,0,145,493.85,2.1575593209,4.0604430105,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,11,38,37,1,52,20,4,12.2,41.5,0,18.75,54.4,532.55,1686.3,0,705,2051.1,2.5014359517,3.9512437186,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,9,10,"Y","No","nnnn","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,35,66,44,14,12,2,4.7,31,0,0,0,202.5,1135,0,0,0,1.5475625087,2.6390573296,303,303,"SomeCollege","SC","SC",303
3,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,37,50,9,110,21,1,9.65,28.5,0,11.25,0,364.05,992.4,0,375,0,2.2669579154,4.7004803658,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","Yes","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,44,3,8,22,48,43,1,60,12,2,15.5,19.25,29.6,31.5,0,719.7,905.15,1500.75,1495,0,2.7408400239,4.0943445622,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","Yes","yyyy","N","no","Nooo","yy","Yesss","y",66,77,44,88,16,33,13,43,1,123,21,5,3.85,23,33.05,6.75,0,55.05,317.5,439.3,75,0,1.3480731483,4.8121843554,303,303,"SomeCollege","SC","SC",303
8,9,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,77,99,3,12,11,72,63,29,15,31,2,20.6,0,0,31.25,0,1547.45,0,0,2180,0,3.0252910758,2.7080502011,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,11,30,27,4,47,2,2,10.75,0,0,21.25,0,296.9,0,0,600,0,2.3749057546,3.8501476017,404,404,"CollegeDegree","CD","CD",404
3,4,10,"Y","No","yyyy","Y","yes","Nooo","nn","Yesss","y",66,33,99,3,12,11,24,43,14,138,11,1,6.65,20.25,0,8,24.65,130.6,445.6,0,180,551.15,1.8946168547,4.9272536852,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,22,25,51,20,359,29,2,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975,475.55,1.7491998548,5.8833223885,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","nn","Yesss","y",66,77,99,88,16,22,50,52,30,214,22,1,11.5,26.25,40.7,12,48.3,610.35,1287.7,1943,530,2412.75,2.4423470354,5.365976015,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","nnnn","N","no","Nooo","nn","Nooo","y",22,33,99,3,12,22,28,40,7,64,19,1,6,27.5,0,0,0,167.65,722.5,0,0,0,1.7917594692,4.1588830834,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","No","yyyy","N","no","Yesss","nn","Nooo","N",22,33,44,88,4,33,34,51,8,50,14,1,16.15,0,0,15.75,0,531.35,0,0,480,0,2.7819200497,3.9120230054,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","No","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,11,48,32,2,88,9,1,6.15,33.75,0,29.75,44.75,307.65,1603.8,0,1390,2119.35,1.8164520818,4.4773368145,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,42,36,8,86,15,2,9.8,0,30.6,0,0,436.45,0,1222.3,0,0,2.2823823857,4.4543472963,202,202,"HighSchoolDegree","HSD","HSD",202
8,9,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",22,77,44,3,12,33,67,65,30,17,29,2,21.7,26.25,0,12,0,1384.05,1721.25,0,785,0,3.0773122605,2.8332133441,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","y",66,77,44,88,12,11,17,41,7,25,17,3,6.45,0,29,0,0,114.3,0,449.95,0,0,1.8640801308,3.2188758249,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,11,29,38,19,46,6,2,8.35,0,22.95,0,0,248.6,0,584.9,0,0,2.1222615389,3.8286413965,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,99,3,8,33,66,61,26,361,40,1,12.75,0,0,38.5,0,782,0,0,2615,0,2.5455312716,5.8888779583,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,99,88,4,22,1,21,1,18,0,1,2.7,0,32.7,0,0,2.7,0,32.7,0,0,0.993251773,2.8903717579,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","Yes","nnnn","Y","yes","Nooo","yy","Yesss","N",66,77,44,88,16,11,28,33,3,14,1,3,4.55,15.75,33,0,23.95,145.95,504.9,869.85,0,618.65,1.515127233,2.6390573296,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,11,15,35,5,34,8,2,5.15,0,25.55,0,0,110.55,0,350.25,0,0,1.6389967147,3.5263605246,303,303,"SomeCollege","SC","SC",303
3,9,10,"Y","Yes","yyyy","N","no","Nooo","nn","Yesss","y",66,77,99,88,12,22,12,64,13,9,6,1,3.8,30,32.8,8.5,0,52.85,317.75,376.6,95,0,1.3350010667,2.1972245773,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,3,16,33,48,49,18,39,5,1,7,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140,1394.5,1.9459101491,3.6635616461,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","Yes","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,59,25,4,18,2,4,20.1,0,32.55,22.75,0,1251.4,0,1882.65,1415,0,3.0007198151,2.8903717579,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,8,26,1,25,1,2,3.15,0,20.05,0,0,29.9,0,138.4,0,0,1.1474024528,3.2188758249,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,11,45,52,15,46,8,1,9.4,0,0,8.75,0,402.1,0,0,395,0,2.2407096893,3.8286413965,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,11,25,39,8,94,11,4,3.95,0,30.75,0,0,95.2,0,681.2,0,0,1.3737155789,4.5432947823,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,99,3,16,11,21,44,4,26,2,2,7.55,41,42.35,23.5,35.75,160.65,863.3,890.75,485,702.95,2.0215475633,3.258096538,303,303,"SomeCollege","SC","SC",303
8,4,10,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,22,17,68,1,335,35,3,3.55,18.75,0,29.25,27.9,70.25,285.9,0,525,422.85,1.2669476035,5.8141305318,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","yyyy","Y","no","Nooo","nn","Yesss","N",22,77,99,88,4,22,41,45,14,25,6,1,7.8,0,42.4,14,23.2,370.8,0,1675.7,535,945.3,2.0541237337,3.2188758249,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Yesss","nn","Yesss","y",22,77,44,3,12,11,13,45,3,99,8,2,8.7,0,0,23.75,0,103.4,0,0,240,0,2.1633230257,4.5951198501,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,22,1,26,3,30,7,5,1.05,0,15.4,0,0,1.05,0,15.4,0,0,0.0487901642,3.4011973817,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","nnnn","Y","no","Yesss","yy","Yesss","y",22,77,44,88,16,33,3,31,4,35,2,3,4.35,12.75,34.05,0,21.5,11,30.2,75.3,0,28.5,1.4701758451,3.5553480615,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","Yes","nnnn","N","no","Yesss","nn","Nooo","N",22,33,44,3,4,11,23,27,2,51,1,2,3.9,0,24.15,0,0,94.95,0,574.35,0,0,1.3609765531,3.9318256327,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,33,26,42,20,49,13,1,3.5,25,43.65,24.5,27.7,82.3,638.1,1054.4,625,633.4,1.2527629685,3.8918202981,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,99,3,12,11,37,51,15,54,15,3,9.55,16.5,0,8.25,0,323.65,614.15,0,225,0,2.2565411545,3.9889840466,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,33,5,30,3,46,7,1,4.3,0,32.1,0,0,17.55,0,121.55,0,0,1.4586150227,3.8286413965,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",22,33,99,88,16,11,32,27,3,91,1,3,5.5,16,42.65,3.75,41.3,189.05,543.15,1247.3,100,1269.1,1.7047480922,4.5108595065,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,77,44,3,4,33,12,22,1,23,0,2,4.05,0,0,0,0,33.75,0,0,0,0,1.3987168811,3.1354942159,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,33,99,3,12,11,72,54,6,345,32,2,75.45,0,0,18.25,0,5464.6,0,0,1305,0,4.3234701852,5.843544417,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"Y","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,3,25,2,45,0,2,3,15.75,31.15,0,0,9.15,53.05,87.6,0,0,1.0986122887,3.8066624898,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,11,54,43,12,53,12,1,14.35,32.25,0,16.75,0,775.9,1749.4,0,845,0,2.6637499422,3.9702919136,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","nnnn","Y","yes","Nooo","yy","Yesss","y",22,77,99,88,16,22,26,26,2,14,6,1,7.8,36.5,38.7,0,27.9,204.25,884.2,914.5,0,764.55,2.0541237337,2.6390573296,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",66,33,44,3,4,33,14,36,13,67,4,1,14.05,0,25.1,0,0,187.4,0,303.6,0,0,2.6426223958,4.2046926194,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,5,"N","Yes","yyyy","N","no","Nooo","yy","Nooo","N",22,77,44,88,4,33,22,51,27,49,1,1,9,0,30.45,17.5,0,150.7,0,649.1,370,0,2.1972245773,3.8918202981,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,65,47,18,37,15,4,19.05,0,0,14,0,1174.6,0,0,900,0,2.9470671016,3.6109179126,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,99,3,4,33,26,45,18,33,9,1,9.6,24.25,0,11.25,0,285.35,563.5,0,295,0,2.2617630985,3.4965075615,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",22,77,99,88,16,11,20,37,5,46,10,4,4.9,0,44.6,6.25,41.35,91.55,0,878,90,815.8,1.5892352051,3.8286413965,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","Yes","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,22,67,60,32,93,21,4,18.85,0,32,42.75,0,1200.7,0,2189.8,2665,0,2.9365129139,4.5325994932,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,34,55,2,48,11,1,4.25,0,0,0,0,143.35,0,0,0,0,1.4469189829,3.8712010109,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,33,99,3,12,11,37,54,35,183,22,3,7.3,20.5,0,7.5,0,257.6,769.4,0,260,0,1.9878743482,5.2094861528,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,22,23,3,16,5,4,5.4,0,0,8.5,0,120.4,0,0,205,0,1.6863989536,2.7725887222,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,9,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,5,69,0,11,14,1,6.65,9.75,0,8,0,35.2,44.8,0,30,0,1.8946168547,2.3978952728,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","nnnn","N","yes","Nooo","nn","Nooo","y",22,33,99,3,12,11,28,31,0,42,5,3,12.25,23.75,0,0,0,373.8,674.5,0,0,0,2.505525937,3.7376696183,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,20,41,7,67,14,4,7.25,0,0,0,0,149.1,0,0,0,0,1.9810014689,4.2046926194,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,33,99,88,16,33,72,41,20,181,12,1,27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520,3790.55,3.3068867022,5.1984970313,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,99,88,4,22,30,43,18,53,6,1,7,0,26.8,0,0,232.9,0,738.9,0,0,1.9459101491,3.9702919136,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,33,71,52,17,172,32,1,49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850,4828.2,3.8969093676,5.1474944768,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,56,44,24,87,19,1,14.75,42.25,0,16.25,0,822.25,2396.65,0,830,0,2.6912430828,4.4659081187,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,8,29,2,21,0,2,4.15,0,24.3,0,0,39.7,0,167.05,0,0,1.4231083342,3.0445224377,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,9,10,"N","No","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,22,32,65,6,9,30,1,6.25,0,0,0,0,201.35,0,0,0,0,1.8325814637,2.1972245773,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","nnnn","N","no","Nooo","nn","Nooo","N",66,77,99,3,12,22,46,47,22,144,22,2,3.5,28.25,0,0,0,179.95,1284.55,0,0,0,1.2527629685,4.9698132996,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,33,60,45,23,117,11,3,12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.75,1135,3094.65,2.5176964726,4.7621739348,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,22,42,32,0,59,4,6,16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2253.95,880,2805.75,2.8154087194,4.0775374439,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","No","yyyy","N","yes","Yesss","yy","Nooo","y",66,77,99,3,16,33,71,60,39,508,35,4,23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,3.1591258205,6.2304814476,404,404,"CollegeDegree","CD","CD",404
8,9,10,"Y","No","yyyy","N","yes","Nooo","yy","Nooo","y",66,77,99,3,12,22,72,63,40,222,43,2,81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,4.4012163291,5.4026773819,202,202,"HighSchoolDegree","HSD","HSD",202
3,9,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",22,33,44,3,4,33,45,66,11,87,25,1,6.05,0,0,21.25,0,306.9,0,0,880,0,1.800058272,4.4659081187,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","Yes","yyyy","Y","no","Yesss","nn","Nooo","y",66,77,99,3,12,33,5,31,4,34,9,1,1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,0.4700036292,3.5263605246,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","nnnn","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,17,38,19,18,0,4,8.55,0,0,0,0,162.25,0,0,0,0,2.1459312829,2.8903717579,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","No","yyyy","N","yes","Yesss","nn","Nooo","y",66,77,99,3,12,22,70,55,12,65,24,1,26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,3.2846635654,4.1743872699,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,33,57,57,19,130,27,2,13.55,0,30.65,12.75,0,849,0,1761.4,685,0,2.6063865473,4.8675344505,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Nooo","N",22,77,99,88,8,11,20,33,13,44,8,1,6.4,0,29.05,0,0,124.45,0,550.75,0,0,1.8562979904,3.7841896339,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,11,72,52,21,63,24,3,41.95,25.75,0,33.25,0,3114.75,1871.95,0,2305,0,3.7364784329,4.1431347264,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","Y","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,32,50,28,57,20,1,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,1.5260563035,4.0430512678,404,404,"CollegeDegree","CD","CD",404
