"row ID","Default","Loan","Mortgage","Value","YOJ","Derogatories","Delinquencies","CLAGE","Inquiries","CLNO","DEBTINC","BIN_Reason","BIN_Job"
"R1575","0",11400,52068.0,80643.0,2.0,0,2,199.087721131,0,13,29.4621340756,"HomeImp","Other"
"R1581","0",11500,53151.0,71645.0,7.0,0,0,135.800476027,0,16,35.851614414,"HomeImp","Other"
"R1584","0",11500,44097.0,58336.0,0.0,0,0,173.318320751,0,20,38.1916260246,"DebtCon","Office"
"R1586","1",11500,21096.0,38952.0,13.0,0,0,129.7,0,5,33.779915348719925,"DebtCon","Office"
"R1587","1",11500,47597.57,75937.5,13.5,0,0,89.4,0,7,33.779915348719925,"DebtCon","Other"
"R1589","1",11500,62000.0,83000.0,0.0,5,1,177.566666667,2,34,33.779915348719925,"DebtCon","Other"
"R1590","0",11500,64371.0,73636.0,2.0,0,0,162.116253923,1,35,39.7911989548,"DebtCon","ProfExe"
"R1591","0",11500,63136.0,81099.0,3.0,0,0,149.064744828,1,35,28.9759401182,"DebtCon","Other"
"R1592","0",11500,29281.0,37717.0,15.0,0,0,61.9154446546,0,9,30.702428546,"HomeImp","Mgr"
"R1593","0",11500,104610.0,118861.0,18.0,0,1,203.700202429,1,16,37.5969514516,"DebtCon","Other"
"R1594","0",11500,73760.81719955898,64037.0,8.922268135904508,0,0,354.174580758,0,7,34.3557392379,"HomeImp","Other"
"R1598","0",11600,64143.0,78851.0,6.0,0,3,201.369922016,3,29,35.7958049428,"DebtCon","Office"
"R1599","0",11600,92613.0,108515.0,11.0,0,0,206.822588099,3,16,39.1110394657,"DebtCon","Other"
"R1603","0",11600,89205.0,128462.0,10.0,0,0,128.123597506,0,21,37.523324709,"DebtCon","Office"
"R1606","1",11600,57200.0,72500.0,5.0,0,0,34.4666666667,4,15,33.779915348719925,"DebtCon","Other"
"R1607","1",11600,45917.0,60000.0,10.0,0,1,304.366666667,3,27,33.779915348719925,"DebtCon","Other"
"R1608","0",11600,96882.0,118914.0,13.0,0,0,176.221910924,2,17,34.757740199,"DebtCon","ProfExe"
"R1610","0",11600,36357.0,56514.0,31.0,0,0,237.818966395,0,19,20.1815824014,"DebtCon","Other"
"R1611","0",11600,33379.0,51821.0,31.0,0,0,247.120591799,0,19,23.6610840286,"DebtCon","Other"
"R1614","0",11600,129432.0,198705.0,0.0,0,0,341.047329185,0,16,39.9632585083,"HomeImp","Office"
"R1618","1",11700,73760.81719955898,67940.0,3.0,3,4,204.025593245,1,38,33.779915348719925,"HomeImp","Mgr"
"R1620","0",11700,47072.0,85090.0,18.0,0,0,192.253182277,0,16,35.0648646751,"HomeImp","Other"
"R1622","1",11700,54085.0,68239.0,2.0,1,2,8.05526507685,3,15,32.0126585822,"HomeImp","Other"
"R1624","0",11700,52650.0,63646.0,0.0,1,0,194.760999923,1,13,27.6108440644,"DebtCon","Other"
"R1625","0",11700,59932.0,80313.0,14.0,0,0,238.486461583,0,32,44.4749177026,"HomeImp","Office"
"R1627","0",11700,73760.81719955898,69125.0,8.922268135904508,0,0,179.76627518658208,1,21,23.766832127,"DebtCon","Other"
"R1629","0",11700,63724.0,82252.0,13.0,0,0,233.248879359,3,37,40.0752758382,"DebtCon","Office"
"R1630","0",11700,59506.0,85000.0,3.0,0,0,37.5666666667,2,4,33.779915348719925,"DebtCon","Other"
"R1631","1",11700,69100.0,85000.0,3.8,3,0,80.1,0,22,33.779915348719925,"DebtCon","Mgr"
"R1632","1",11700,62400.0,78000.0,20.0,0,0,216.066666667,2,24,33.779915348719925,"DebtCon","Office"
"R1634","0",11700,37093.0,62116.0,8.922268135904508,0,0,179.76627518658208,1,21,37.0109487653,"DebtCon","Mgr"
"R1639","0",11700,78157.0,103016.0,1.0,0,0,69.8056976683,2,24,38.448387115,"DebtCon","Mgr"
"R1640","0",11700,55119.0,67931.0,4.0,0,0,199.410699236,2,16,27.6163385108,"DebtCon","Mgr"
"R1643","0",11700,96532.0,107600.0,12.0,0,0,214.869816749,2,15,40.2874114411,"DebtCon","Other"
"R1646","0",11800,118053.0,125325.0,5.0,0,0,181.172065126,0,18,33.2003973245,"DebtCon","Self"
"R1647","0",11800,52104.0,61618.0,0.0,0,0,160.749931407,0,21,37.1295120424,"DebtCon","Office"
"R1649","1",11800,67678.0,108092.0,13.0,0,7,126.658231615,0,36,37.162689687,"HomeImp","ProfExe"
"R1653","0",11800,57760.0,65535.0,11.0,0,0,108.46940045,1,18,32.7834835676,"DebtCon","Mgr"
"R1660","0",11800,73760.81719955898,51246.0,11.0,0,0,305.566715704,2,13,32.5000590689,"HomeImp","Other"
"R1661","0",11800,65012.0,91614.0,26.0,0,0,171.889546874,2,13,42.4885170516,"HomeImp","Office"
"R1664","0",11800,112146.0,140781.0,14.0,0,0,170.70050749,0,32,29.9424924023,"DebtCon","ProfExe"
"R1666","1",11900,54867.0,79000.0,1.0,0,0,182.6,2,23,33.779915348719925,"HomeImp","Mgr"
"R1667","0",11900,44142.0,54299.0,22.0,0,0,123.471147219,0,22,37.1549023025,"HomeImp","Other"
"R1669","0",11900,85486.0,109386.0,11.0,0,1,175.542565462,0,28,33.6709081786,"HomeImp","ProfExe"
"R1670","1",11900,108763.0,128780.0,8.0,0,0,60.3779329027,3,21,49.4181143777,"DebtCon","Office"
"R1671","0",11900,56792.0,64130.0,13.0,0,0,118.612590218,1,18,32.6657463041,"DebtCon","Mgr"
"R1672","0",11900,73760.81719955898,39433.0,8.922268135904508,0,1,81.3948296115,0,9,35.5036642575,"HomeImp","Other"
"R1673","0",11900,71000.0,87000.0,20.0,0,0,238.466666667,11,24,33.779915348719925,"DebtCon","Mgr"
"R1675","0",11900,41009.0,68211.0,23.0,0,0,234.929617439,0,28,28.3910392968,"DebtCon","Office"
"R1677","0",11900,117550.0,144178.0,15.0,0,1,170.945832802,1,32,29.0999812137,"DebtCon","ProfExe"
"R1682","0",11900,81849.0,105403.0,5.0,0,1,82.6395053818,1,34,36.5059832101,"HomeImp","ProfExe"
"R1685","0",11900,97506.0,110902.0,17.0,0,1,196.56812795,2,15,37.9989913801,"DebtCon","Other"
"R1686","0",11900,89595.0,107895.0,9.0,0,0,250.468241867,0,24,30.305388108,"HomeImp","Mgr"
"R1688","0",11900,78959.0,104371.0,1.0,0,0,79.0813972237,1,23,40.0242110803,"DebtCon","Mgr"
"R1692","0",11900,61094.0,74842.0,12.0,0,0,250.199834392,0,26,29.7348740714,"DebtCon","Other"
"R1694","0",12000,83560.0,126479.0,8.0,0,0,179.76627518658208,1,21,38.9283156853,"HomeImp","Other"
"R1697","0",12000,57371.0,69076.0,10.0,1,0,83.2519720385,1,19,29.6321082556,"DebtCon","Mgr"
"R1700","0",12000,30777.0,43157.0,8.0,0,0,151.69943102,7,28,38.1777429472,"DebtCon","Other"
"R1701","0",12000,7804.0,65395.0,8.0,2,0,347.123325819,0,21,16.8163074863,"HomeImp","Other"
"R1704","1",12000,50581.0,70171.0,8.922268135904508,0,2,206.319233805,1,12,29.8431366694,"HomeImp","Other"
"R1708","1",12000,76345.0,89036.0,8.0,0,0,91.97034976,1,19,50.1730650286,"HomeImp","Other"
"R1709","0",12000,35721.0,52938.0,23.0,0,1,125.928071003,0,22,38.6270249929,"HomeImp","Other"
"R1710","0",12000,72786.0,84595.0,4.0,2,2,198.769325075,3,30,38.0902090259,"DebtCon","Office"
"R1711","1",12000,42000.0,60000.0,4.0,1,2,145.533333333,0,23,33.779915348719925,"DebtCon","Other"
"R1713","1",12000,74427.0,96270.0,18.0,0,1,169.733333333,2,40,33.779915348719925,"DebtCon","Other"
"R1719","0",12000,98000.0,123385.0,10.0,0,0,170.433333333,3,32,33.779915348719925,"HomeImp","ProfExe"
"R1720","0",12000,76187.0,93100.0,0.5,0,0,144.066666667,0,23,33.779915348719925,"DebtCon","Other"
"R1721","0",12000,73000.0,94900.0,9.0,3,0,189.7,1,30,33.779915348719925,"DebtCon","ProfExe"
"R1723","0",12000,29600.0,61250.0,7.5,0,0,264.8,1,16,33.779915348719925,"DebtCon","ProfExe"
"R1726","0",12000,72000.0,106000.0,6.0,0,0,78.0666666667,2,14,33.779915348719925,"DebtCon","Other"
"R1728","0",12000,53800.0,80000.0,0.3,0,0,124.766666667,4,11,33.779915348719925,"DebtCon","Other"
"R1731","0",12000,81000.0,105250.0,9.0,0,0,200.9,2,37,33.779915348719925,"DebtCon","ProfExe"
"R1732","0",12000,36346.0,54000.0,8.922268135904508,0,0,114.666666667,2,19,33.779915348719925,"DebtCon","Other"
"R1738","1",12000,73760.81719955898,101776.04874145007,19.0,0,8,195.833333333,0,13,33.779915348719925,"HomeImp","Other"
"R1741","1",12000,114390.0,132800.0,10.0,0,0,95.7333333333,0,25,33.779915348719925,"DebtCon","Mgr"
"R1742","1",12000,28298.0,72000.0,8.0,0,0,105.5,2,22,33.779915348719925,"DebtCon","Other"
"R1744","1",12000,87917.0,101776.04874145007,12.9,0,1,71.0,0,12,33.779915348719925,"DebtCon","Other"
"R1745","1",12000,58730.0,80000.0,10.0,0,4,123.1,3,25,33.779915348719925,"DebtCon","Office"
"R1753","0",12000,36072.0,62960.0,8.0,0,0,288.529873204,0,16,22.4230024588,"DebtCon","ProfExe"
"R1759","1",12000,73760.81719955898,33879.0,8.922268135904508,1,0,121.379535876,0,4,39.6946913698,"DebtCon","Other"
"R1764","0",12100,58556.0,76724.0,3.0,0,1,234.658544675,1,16,37.6392529336,"HomeImp","Other"
"R1766","0",12100,13218.0,82386.0,7.0,0,0,262.394254275,0,14,18.4304723749,"DebtCon","Other"
"R1770","0",12100,90917.0,102400.0,11.0,0,2,159.874517968,0,17,33.4537284949,"DebtCon","Sales"
"R1771","0",12100,50100.0,66410.0,3.0,0,0,176.00986434,0,14,28.548603692,"DebtCon","Other"
"R1772","0",12100,68941.0,75029.0,14.0,0,0,254.189655489,0,31,43.8978495504,"HomeImp","Office"
"R1774","0",12100,50973.0,74183.0,6.0,0,0,122.691827045,1,24,41.1280853068,"DebtCon","Mgr"
"R1777","0",12100,31400.0,48000.0,6.0,1,0,107.533333333,2,16,33.779915348719925,"DebtCon","Other"
"R1782","0",12100,83557.0,98881.0,6.0,0,0,102.225704464,1,26,25.7827870885,"HomeImp","ProfExe"
"R1788","0",12100,85121.0,113744.0,0.0,0,2,139.485339693,0,34,33.9434377193,"DebtCon","ProfExe"
"R1789","0",12100,28193.0,34705.0,0.0,0,0,179.76627518658208,1,21,37.6180269043,"DebtCon","Other"
"R1793","0",12200,61929.0,83102.0,14.0,0,0,238.524927408,1,32,44.4496709706,"HomeImp","Office"
"R1795","0",12200,57785.0,72971.0,2.0,0,0,166.899460209,1,16,34.7096439268,"DebtCon","Other"
"R1796","0",12200,67474.0,88473.0,2.0,0,0,234.775996682,3,26,29.0972987931,"DebtCon","Other"
"R1797","0",12200,136866.0,162906.0,4.0,0,0,427.923591488,0,43,30.1821229043,"HomeImp","ProfExe"
"R1799","1",12200,97000.0,109800.0,5.0,0,0,152.133333333,3,33,33.779915348719925,"HomeImp","ProfExe"
"R1803","0",12200,70722.0,81760.0,0.0,0,0,219.785272779,3,26,30.2770053765,"DebtCon","Other"
"R1805","0",12200,82904.0,125057.0,8.0,0,0,131.659052597,1,21,37.2731399922,"DebtCon","Office"
"R1806","0",12200,61302.0,90873.0,2.0,0,0,35.9735416124,1,4,39.9736131545,"DebtCon","Other"
"R1807","0",12200,27118.0,87982.0,19.0,0,0,232.236996136,0,11,25.2354387984,"HomeImp","ProfExe"
"R1809","0",12200,57112.0,76050.0,1.0,0,0,235.229268775,0,9,35.113185331,"DebtCon","Other"
"R1811","0",12200,86775.0,111572.0,0.0,1,1,138.610080495,1,33,34.3518083559,"DebtCon","ProfExe"
"R1816","0",12300,61253.0,85825.0,5.0,0,0,130.02625897,0,34,27.2033782402,"DebtCon","Sales"
"R1817","0",12300,152107.0,179793.0,7.0,0,1,212.782995584,3,25,43.1340950507,"DebtCon","ProfExe"
"R1818","0",12300,48866.0,73023.0,11.0,3,1,251.629062012,1,29,32.8768707385,"HomeImp","Office"
"R1820","0",12300,112373.0,136202.0,16.0,0,1,179.8829733,0,32,30.4882681048,"DebtCon","ProfExe"
"R1822","0",12300,60200.0,77079.0,13.0,0,0,242.244138175,1,32,45.3941685452,"HomeImp","Office"
"R1823","0",12300,73760.81719955898,50530.0,5.0,0,0,163.54095996,1,9,20.0262844096,"HomeImp","Mgr"
"R1825","1",12300,50230.0,70000.0,1.0,0,0,184.366666667,2,20,33.779915348719925,"DebtCon","Sales"
"R1826","1",12300,49800.0,64000.0,23.0,0,2,232.333333333,3,17,33.779915348719925,"DebtCon","ProfExe"
"R1831","0",12300,27859.0,48393.0,10.0,0,0,82.7601603326,0,3,34.3853670681,"HomeImp","Other"
"R1832","0",12300,90006.0,121122.0,9.0,0,0,133.497540752,1,21,36.9104816702,"DebtCon","Office"
"R1834","0",12300,81590.0,90050.0,6.0,0,0,136.746758702,1,26,41.7326758149,"DebtCon","Mgr"
"R1836","0",12300,50441.0,56656.0,1.0,0,0,186.451016653,0,21,35.452607421,"DebtCon","Office"
"R1837","0",12300,33061.0,46277.0,8.0,0,1,154.899278301,7,28,39.7017828572,"DebtCon","Other"
"R1841","1",12300,73099.0,84250.0,4.0,0,0,179.76627518658208,1,21,40.2222831437,"DebtCon","ProfExe"
"R1843","0",12300,68024.0,78800.0,7.0,0,0,125.50405141,0,35,29.2933443539,"DebtCon","Sales"
"R1844","1",12300,64265.0,90956.0,10.0,0,1,233.156124793,0,32,32.9088238641,"DebtCon","Other"
"R1845","0",12400,132894.0,198168.0,0.0,0,1,355.163911303,0,16,40.5402953662,"HomeImp","Office"
"R1846","0",12400,31303.0,57444.0,29.0,0,0,246.71682738,0,18,20.2059075208,"DebtCon","Other"
"R1848","0",12400,137927.0,160566.0,6.0,0,1,436.751779869,0,42,29.2725568144,"HomeImp","ProfExe"
"R1851","0",12400,203902.0,234454.0,9.0,0,0,213.45544748,0,22,33.64852105,"HomeImp","ProfExe"
"R1858","0",12400,115004.0,144760.0,2.0,0,0,279.522173303,1,46,35.6147314253,"DebtCon","ProfExe"
"R1862","0",12400,73760.81719955898,65317.0,8.922268135904508,0,0,349.279610819,0,6,35.7144184288,"HomeImp","Other"
"R1863","0",12400,25805.0,31414.0,2.0,0,0,179.76627518658208,1,21,38.2372255976,"DebtCon","Other"
"R1865","0",12400,83018.0,96637.0,2.0,0,0,95.902131333,2,32,41.2447791941,"DebtCon","Other"
"R1867","0",12500,37562.0,57081.0,22.0,0,1,129.486843951,0,23,39.0830024423,"HomeImp","Other"
"R1872","0",12500,57294.0,66615.0,3.0,0,1,321.387586752,0,9,31.3808990933,"DebtCon","Other"
"R1873","0",12500,101047.0,118913.0,2.0,0,0,156.605491648,1,22,35.8992878417,"HomeImp","Office"
"R1877","0",12500,73760.81719955898,52026.0,6.0,0,0,173.7172393,1,8,21.621195099,"HomeImp","Mgr"
"R1878","1",12500,41000.0,64680.0,2.0,0,0,70.9,3,30,33.779915348719925,"DebtCon","Other"
"R1879","1",12500,41301.0,60000.0,2.0,0,0,77.2333333333,0,12,33.779915348719925,"DebtCon","Other"
"R1888","0",12500,53354.0,79893.0,10.0,2,0,249.435954285,1,29,35.0208857854,"HomeImp","Office"
"R1892","0",12500,55228.0,66569.0,3.0,0,0,198.815167212,1,17,27.9968727594,"DebtCon","Mgr"
"R1893","0",12500,77937.0,89710.0,19.0,0,0,223.587415195,10,24,35.951998648,"DebtCon","Mgr"
"R1897","0",12500,73760.81719955898,101776.04874145007,8.922268135904508,0,0,179.76627518658208,1,21,27.3526442262,"DebtCon","Other"
"R1899","0",12600,84933.0,110253.0,8.0,0,0,192.42260626,1,37,40.8450777913,"DebtCon","ProfExe"
"R1900","0",12600,80612.0,93802.0,5.0,0,0,141.613145579,2,26,40.7490388801,"DebtCon","Mgr"
"R1901","1",12600,68800.0,86000.0,3.0,2,1,202.866666667,8,26,33.779915348719925,"DebtCon","Mgr"
"R1909","0",12600,67860.0,103426.0,9.0,0,0,202.152633849,0,20,18.347529385,"DebtCon","Other"
"R1913","1",12600,48983.0,65000.0,5.0,1,0,58.7,7,23,33.779915348719925,"DebtCon","Other"
"R1917","0",12600,100590.0,138649.0,14.0,0,0,138.164704644,4,22,34.5987274012,"HomeImp","ProfExe"
"R1921","0",12600,76002.0,94236.0,11.0,0,0,164.762304231,5,21,39.5257049397,"DebtCon","Other"
"R1925","0",12700,149272.0,176467.0,7.0,0,0,191.904463588,1,55,33.9023200059,"HomeImp","Office"
"R1929","0",12700,79383.0,107590.0,5.0,0,0,78.2992735342,2,14,33.5811165022,"DebtCon","Other"
"R1932","0",12700,58293.0,82594.0,13.0,0,0,105.050414965,0,23,36.700445544,"DebtCon","Office"
"R1935","0",12700,77068.0,98436.0,7.0,0,1,148.288099582,0,34,33.4636974688,"HomeImp","ProfExe"
"R1936","0",12700,130867.0,201245.0,0.0,0,1,340.795344443,0,15,40.1688270232,"HomeImp","Office"
"R1941","0",12700,72164.0,104220.0,10.0,0,0,165.430782101,0,13,37.5399633626,"DebtCon","Office"
"R1943","0",12700,9038.0,65969.0,7.0,1,1,346.580102791,0,22,13.3472126793,"HomeImp","Other"
"R1945","0",12700,53199.0,82567.0,3.0,0,1,185.325035431,0,13,27.3903804051,"HomeImp","Other"
"R1947","0",12700,159661.0,183244.0,7.0,0,1,210.11522091,4,26,43.7681917759,"DebtCon","ProfExe"
"R1956","1",12800,40932.0,72172.0,20.0,0,0,162.044010394,0,16,37.5183657499,"DebtCon","Other"
"R1957","0",12800,100241.0,113073.0,17.0,0,1,197.273679231,1,15,39.4675884465,"DebtCon","Other"
"R1960","0",12800,73760.81719955898,101776.04874145007,8.922268135904508,0,0,179.76627518658208,1,21,24.6596704771,"DebtCon","Other"
"R1970","0",12800,11986.0,48309.0,23.0,0,0,265.227060904,0,20,28.4938619358,"HomeImp","Office"
"R1971","0",12800,46043.0,62531.0,4.0,0,0,183.982100544,0,13,26.1008025722,"DebtCon","Other"
"R1973","1",12800,67060.0,83989.0,9.0,0,3,116.466757433,2,24,43.5723075093,"DebtCon","Office"
"R1979","0",12800,79151.0,110583.0,4.0,0,0,79.3713844961,1,13,33.5866916319,"DebtCon","Other"
"R1980","0",12800,29100.0,39264.0,7.0,0,0,93.3950024657,2,12,31.2830610182,"HomeImp","Other"
"R1981","0",12800,81694.0,101680.0,0.0,0,0,159.354104054,1,22,40.1115782975,"DebtCon","Other"
"R1987","0",12900,39401.0,53758.0,22.0,0,0,118.646375175,0,23,38.6894406206,"HomeImp","Other"
"R1989","0",12900,105638.0,112608.0,17.0,0,2,208.306882175,2,16,39.6779058105,"DebtCon","Other"
"R1993","0",12900,102905.0,117694.0,1.0,0,0,137.142473113,1,21,35.8654662068,"HomeImp","Office"
"R1994","0",12900,92734.0,114285.0,11.0,0,0,236.052772791,0,24,28.6634168078,"HomeImp","Mgr"
"R1999","0",12900,89510.0,102628.0,20.0,0,0,117.857172683,3,24,28.5373540924,"HomeImp","Other"
"R2001","0",12900,83886.0,100782.0,5.0,0,0,115.076186033,1,27,27.9797064339,"HomeImp","ProfExe"
"R2002","0",12900,31498.0,42695.0,14.0,0,0,55.0215889485,0,9,31.9927534823,"HomeImp","Mgr"
"R2003","0",12900,149297.0,177044.0,4.0,0,0,205.873921204,0,56,34.9757341738,"HomeImp","Office"
"R2004","1",12900,117900.0,143433.0,6.0,0,0,227.932893431,0,35,47.6197635264,"DebtCon","Mgr"
"R2005","0",12900,55673.0,64582.0,4.0,0,0,163.41663166,0,14,26.9874373415,"DebtCon","Other"
"R2007","0",12900,50636.0,57838.0,0.0,1,0,187.82532332,1,13,28.8134709415,"DebtCon","Other"
"R2009","0",12900,89492.0,110007.0,10.0,0,2,169.191984311,0,28,32.820037269,"HomeImp","ProfExe"
"R2012","0",12900,45215.0,66162.0,4.0,0,0,170.764516936,0,14,39.2480149166,"DebtCon","Other"
"R2014","0",12900,56798.0,71364.0,1.0,0,0,225.585763053,0,9,33.0212840724,"DebtCon","Other"
"R2015","0",12900,61031.0,71550.0,28.0,0,2,178.087256783,0,23,34.8024287771,"HomeImp","Other"
"R2017","1",13000,64499.0,86000.0,1.0,0,0,109.4,0,19,33.779915348719925,"HomeImp","Other"
"R2018","0",13000,15374.0,59309.0,6.0,2,0,355.131229111,1,21,15.8236155536,"HomeImp","Other"
"R2019","0",13000,27787.0,44901.0,8.0,0,1,166.726277198,7,28,38.3551256102,"DebtCon","Other"
"R2024","0",13000,72931.0,96803.0,6.0,0,0,208.672891772,2,18,41.0522350115,"DebtCon","Other"
"R2029","0",13000,67395.0,94355.0,8.0,0,0,214.484492546,3,28,40.970466815,"DebtCon","Office"
"R2031","0",13000,73760.81719955898,72175.0,8.922268135904508,0,0,367.94002493,0,6,36.5611397375,"HomeImp","Other"
"R2034","0",13000,88614.0,116994.0,13.0,0,2,188.8241991,0,28,32.6195016363,"HomeImp","ProfExe"
"R2038","1",13000,34000.0,65000.0,4.5,0,1,148.5,2,24,33.779915348719925,"HomeImp","Other"
"R2043","0",13000,73760.81719955898,25425.0,13.0,0,0,90.9333333333,2,9,33.779915348719925,"DebtCon","Other"
"R2045","1",13000,7200.0,24869.0,0.7,9,1,193.8,0,9,33.779915348719925,"HomeImp","Other"
"R2046","1",13000,41193.0,58000.0,18.0,3,2,66.9333333333,4,7,33.779915348719925,"DebtCon","Other"
"R2050","1",13000,137618.0,159000.0,9.0,2,6,106.533333333,6,37,33.779915348719925,"DebtCon","ProfExe"
"R2052","1",13000,177000.0,200000.0,3.0,0,2,195.833333333,1,50,33.779915348719925,"DebtCon","Mgr"
"R2054","1",13000,111000.0,137813.0,6.0,2,2,138.333333333,3,65,33.779915348719925,"DebtCon","Mgr"
"R2055","1",13000,152029.0,173750.0,20.0,0,0,19.3333333333,7,5,33.779915348719925,"HomeImp","ProfExe"
"R2056","0",13000,26863.0,44218.0,10.0,0,0,92.99959341,2,11,29.1129361548,"HomeImp","Other"
"R2057","0",13000,110094.0,145807.0,2.0,0,0,285.27593467,0,45,35.045471057,"DebtCon","ProfExe"
"R2060","0",13000,73760.81719955898,25552.0,28.0,0,0,198.072805598,0,5,25.5078204863,"HomeImp","Other"
"R2063","0",13000,110097.0,210595.0,3.0,0,0,122.638699909,0,15,29.3275136728,"HomeImp","ProfExe"
"R2064","0",13000,60719.0,73677.0,11.0,0,0,256.710355301,0,26,27.3101069728,"DebtCon","Other"
"R2066","0",13000,40996.0,58938.0,8.922268135904508,0,0,179.76627518658208,1,21,35.809612733,"DebtCon","Mgr"
"R2067","0",13100,48153.0,70059.0,11.0,0,0,242.650533599,0,18,30.8931182226,"DebtCon","Other"
"R2068","0",13100,70878.0,86743.0,10.0,0,0,174.88174385,0,11,39.7844082572,"DebtCon","ProfExe"
"R2071","0",13100,69259.0,75149.0,11.0,0,0,240.410291943,3,37,40.7356044111,"DebtCon","Office"
"R2073","0",13100,64897.0,81598.0,7.0,0,0,130.648468345,0,34,26.5001050758,"DebtCon","Sales"
"R2075","1",13100,22422.0,34800.0,2.6,2,0,93.3,1,3,33.779915348719925,"HomeImp","Office"
"R2077","0",13100,70368.0,87407.0,2.0,0,0,232.994712734,3,26,29.6679856403,"DebtCon","Other"
"R2078","0",13100,73760.81719955898,65933.0,0.0,0,0,179.76627518658208,0,0,3.65737071804,"DebtCon","Other"
"R2080","0",13100,73987.0,106557.0,9.0,0,0,149.45252906,1,13,37.0085269283,"DebtCon","Office"
"R2084","1",13100,54000.0,74750.0,14.0,1,0,92.4,0,9,33.779915348719925,"DebtCon","Other"
"R2087","0",13200,155478.0,183646.0,5.0,0,0,196.241370889,1,55,35.6028753629,"HomeImp","Office"
"R2090","0",13200,69195.0,79252.0,13.0,0,0,248.788130348,3,37,41.9056046239,"DebtCon","Office"
"R2092","0",13200,58549.0,81381.0,13.0,0,0,94.6871066567,0,24,38.4127561365,"DebtCon","Office"
"R2095","1",13200,65997.0,88000.0,2.0,0,0,113.233333333,2,25,33.779915348719925,"DebtCon","Other"
"R2096","0",13200,93254.0,125738.0,3.0,0,3,156.545451241,0,25,42.7366655684,"HomeImp","Mgr"
"R2099","0",13200,81654.0,114333.0,5.0,0,0,97.9629616583,1,13,33.7433676543,"DebtCon","Other"
"R2101","0",13200,28428.0,34477.0,0.0,0,0,179.76627518658208,1,21,39.3702627089,"DebtCon","Other"
"R2102","0",13200,59422.0,88308.0,8.922268135904508,0,0,294.782084593,0,19,29.9525544632,"HomeImp","Other"
"R2105","0",13300,96201.0,124892.0,3.0,0,3,178.034463272,0,26,40.1027518266,"HomeImp","Mgr"
"R2107","0",13300,80059.0,121790.0,8.922268135904508,0,0,179.76627518658208,1,21,34.5618314007,"DebtCon","Other"
"R2110","1",13300,67483.0,85454.0,16.0,0,2,335.989315179,1,14,30.3758628501,"DebtCon","ProfExe"
"R2113","0",13300,73760.81719955898,72583.0,1.0,0,0,179.76627518658208,0,0,3.72042142028,"DebtCon","Other"
"R2114","0",13300,35000.0,44195.0,8.0,0,0,91.923528914,0,4,35.2431208556,"HomeImp","Other"
"R2118","0",13300,153411.0,182014.0,7.0,0,0,198.391620012,3,25,41.9871155375,"DebtCon","ProfExe"
"R2119","0",13300,44509.0,72292.0,3.0,0,0,208.920693571,3,17,37.0557245521,"HomeImp","ProfExe"
"R2121","0",13300,81574.0,103760.0,6.0,0,0,118.918493992,0,27,24.7696219307,"HomeImp","ProfExe"
"R2123","0",13300,85532.0,115800.0,11.0,0,1,175.191488703,0,27,34.2313935288,"HomeImp","ProfExe"
"R2126","0",13300,66174.0,79957.0,2.0,0,0,175.96269497,1,34,31.5634412224,"DebtCon","Other"
"R2127","0",13300,66502.0,78138.0,4.0,0,0,178.112106499,1,16,33.7950912378,"DebtCon","Other"
"R2129","0",13300,55505.0,76841.0,0.0,0,0,222.913072365,0,10,32.9686326745,"DebtCon","Other"
"R2130","0",13300,50039.0,63784.0,3.0,0,0,176.846195506,0,13,27.8655887326,"DebtCon","Other"
"R2133","0",13300,49491.0,69028.0,16.0,0,0,195.877632651,0,15,24.8775084135,"DebtCon","ProfExe"
"R2140","1",13400,58307.0,71810.0,9.0,0,2,82.7083093373,2,32,36.9477982158,"DebtCon","Other"
"R2141","0",13400,9698.0,65524.0,9.0,1,0,345.543106488,1,21,15.7619191714,"HomeImp","Other"
"R2143","1",13400,111000.0,131000.0,14.0,0,0,165.333333333,2,26,33.779915348719925,"DebtCon","ProfExe"
"R2146","0",13400,94102.0,114147.0,2.0,0,0,137.707783014,0,21,36.8016247283,"HomeImp","Office"
"R2150","1",13400,5900.0,55320.0,3.0,2,2,234.021816393,3,16,19.0893009962,"HomeImp","Other"
"R2157","0",13400,87175.0,115530.0,13.0,0,1,180.94510639,1,27,33.9000564176,"HomeImp","ProfExe"
"R2159","0",13500,59941.0,69336.0,29.0,1,2,182.695669628,1,24,35.5126729804,"HomeImp","Other"
"R2163","0",13500,71698.0,93536.0,6.0,0,0,202.465881784,2,19,42.8147346484,"DebtCon","Other"
"R2166","0",13500,44586.0,73764.0,2.0,0,0,263.931170742,0,21,29.9662020197,"DebtCon","Other"
"R2167","0",13500,40786.0,66872.0,8.922268135904508,0,0,179.76627518658208,1,21,35.364139723,"DebtCon","Mgr"
"R2168","0",13500,91734.0,114906.0,12.0,0,0,211.876945146,3,15,38.1042081192,"DebtCon","Other"
"R2173","0",13500,47900.0,135500.0,2.0,0,0,276.066666667,5,43,33.779915348719925,"DebtCon","Other"
"R2175","1",13500,65000.0,101776.04874145007,14.0,0,2,105.5,4,34,33.779915348719925,"DebtCon","ProfExe"
"R2177","1",13500,83673.0,109000.0,2.3,0,1,238.4,3,57,33.779915348719925,"HomeImp","Mgr"
